Date,Open,High,Low,Close,Adj Close,Volume
1977-05-01,0.000000,7.177247,6.776034,6.865193,0.363936,2251331
1977-06-01,0.000000,7.266405,6.820613,7.221826,0.391768,2078327
1977-07-01,0.000000,7.578459,7.177247,7.266405,0.394187,2614451
1977-08-01,0.000000,7.489301,7.132668,7.132668,0.386932,2301804
1977-09-01,0.000000,7.310984,6.642297,7.132668,0.395456,2032340
1977-10-01,0.000000,7.221826,7.043509,7.132668,0.395456,1906721
1977-11-01,0.000000,7.221826,6.998930,7.043509,0.390513,1504065
1977-12-01,0.000000,7.177247,6.820613,6.998930,0.396974,1906999
1978-01-01,0.000000,7.043509,6.642297,6.776034,0.384331,1717171
1978-02-01,0.000000,6.909772,6.553138,6.597718,0.374217,1444902
1978-03-01,0.000000,6.776034,6.553138,6.686876,0.388352,2519953
1978-04-01,0.000000,6.776034,6.463980,6.553138,0.380585,2012712
1978-05-01,0.000000,6.731455,6.196505,6.241084,0.362462,2547997
1978-06-01,0.000000,6.374822,6.018188,6.241084,0.371626,3356389
1978-07-01,0.000000,6.508559,6.107347,6.508559,0.387552,1999252
1978-08-01,0.000000,6.731455,6.196505,6.374822,0.379589,3336198
1978-09-01,0.000000,6.419401,6.062767,6.330243,0.386267,1711563
1978-10-01,0.000000,6.374822,6.062767,6.062767,0.369946,1797363
1978-11-01,0.000000,6.196505,5.706134,5.795292,0.353625,2030938
1978-12-01,0.000000,6.018188,5.349501,5.527817,0.346545,2519113
1979-01-01,0.000000,6.285663,5.572397,6.151926,0.385671,1645110
1979-02-01,0.000000,6.196505,5.750713,5.795292,0.363313,1382371
1979-03-01,0.000000,6.018188,5.706134,5.839872,0.375842,1265728
1979-04-01,0.000000,5.929030,5.483238,5.483238,0.352890,3287409
1979-05-01,0.000000,5.839872,5.394080,5.483238,0.352890,2502851
1979-06-01,0.000000,5.750713,5.438659,5.527817,0.365972,2491634
1979-07-01,0.000000,5.884451,5.483238,5.839872,0.386632,2712310
1979-08-01,0.000000,6.062767,5.750713,5.750713,0.380729,2947285
1979-09-01,0.000000,5.795292,5.260342,5.394080,0.366902,2677259
1979-10-01,0.000000,5.527817,5.037447,5.260342,0.357805,2311057
1979-11-01,0.000000,5.304922,4.859130,5.215763,0.354773,2476494
1979-12-01,0.000000,5.215763,4.814551,4.903709,0.344043,2616131
1980-01-01,4.992867,6.062767,4.859130,4.992867,0.350299,2115057
1980-02-01,4.992867,5.126605,4.502496,4.636234,0.325277,2158240
1980-03-01,4.636234,4.680813,4.235021,4.368759,0.316506,3037291
1980-04-01,4.368759,5.126605,4.368759,5.037447,0.364951,2312180
1980-05-01,5.037447,5.616976,4.948288,5.171184,0.374640,2470604
1980-06-01,5.171184,5.572397,4.992867,5.171184,0.386031,2636323
1980-07-01,5.171184,5.394080,5.082026,5.171184,0.386031,3748668
1980-08-01,5.171184,5.304922,4.769971,4.769971,0.356080,3063368
1980-09-01,4.814551,4.948288,4.591655,4.680813,0.360717,3257127
1980-10-01,4.680813,4.903709,4.636234,4.680813,0.360717,2742312
1980-11-01,4.725392,4.769971,4.279601,4.368759,0.336669,3501916
1980-12-01,4.368759,4.725392,4.056705,4.457917,0.355501,6418635
1981-01-01,4.457917,4.992867,4.457917,4.680813,0.373276,2120383
1981-02-01,4.680813,4.680813,4.279601,4.368759,0.348391,3369564
1981-03-01,4.368759,4.547076,3.967546,4.324180,0.357200,3226282
1981-04-01,4.324180,4.636234,4.324180,4.413338,0.364565,4809421
1981-05-01,4.413338,4.591655,4.235021,4.413338,0.364565,3612393
1981-06-01,4.413338,4.859130,4.324180,4.814551,0.412258,7002989
1981-07-01,4.814551,4.948288,4.636234,4.903709,0.419892,6920552
1981-08-01,4.903709,5.126605,4.591655,4.680813,0.400806,4702587
1981-09-01,4.680813,4.725392,4.368759,4.547076,0.403775,3669593
1981-10-01,4.547076,4.903709,4.457917,4.903709,0.435444,6453125
1981-11-01,4.903709,5.082026,4.725392,5.082026,0.451278,5520515
1981-12-01,5.082026,5.082026,4.769971,4.859130,0.447320,4971775
1982-01-01,4.859130,4.992867,4.680813,4.948288,0.455527,5154312
1982-02-01,4.948288,5.037447,4.859130,5.037447,0.463735,4096365
1982-03-01,4.948288,5.304922,4.725392,4.903709,0.451423,7078698
1982-04-01,4.903709,5.260342,4.903709,5.171184,0.493516,7248061
1982-05-01,5.171184,5.438659,4.903709,4.992867,0.476498,7394989
1982-06-01,4.992867,5.171184,4.636234,4.948288,0.488670,4581177
1982-07-01,4.948288,5.171184,4.814551,5.037447,0.497475,6883821
1982-08-01,5.037447,5.929030,5.037447,5.661555,0.559108,10631086
1982-09-01,5.661555,5.661555,5.438659,5.483238,0.559902,5830636
1982-10-01,5.483238,6.107347,5.394080,6.062767,0.619079,14159359
1982-11-01,6.062767,6.241084,5.661555,5.795292,0.591766,11781568
1982-12-01,5.795292,6.062767,5.750713,6.062767,0.638413,4812224
1983-01-01,6.062767,6.419401,5.973609,6.330243,0.666578,10167305
1983-02-01,6.330243,6.419401,6.062767,6.107347,0.643107,9235534
1983-03-01,6.107347,6.374822,6.062767,6.151926,0.667740,8694924
1983-04-01,6.151926,6.419401,6.062767,6.374822,0.691934,10694176
1983-05-01,6.374822,6.508559,6.107347,6.241084,0.677418,10193101
1983-06-01,6.241084,6.285663,5.795292,5.929030,0.662932,10561267
1983-07-01,5.929030,6.151926,5.839872,6.018188,0.672900,8579399
1983-08-01,6.018188,6.151926,5.706134,5.795292,0.647978,10184690
1983-09-01,5.795292,6.062767,5.616976,6.018188,0.694554,5996915
1983-10-01,6.018188,6.330243,5.929030,6.285663,0.725423,14400504
1983-11-01,6.285663,6.285663,5.349501,5.349501,0.617381,12134874
1983-12-01,5.349501,5.572397,4.814551,5.126605,0.610273,15226841
1984-01-01,5.126605,5.706134,4.992867,5.349501,0.636807,12898399
1984-02-01,5.349501,5.616976,4.992867,5.082026,0.604966,10852882
1984-03-01,5.082026,5.304922,4.992867,5.126605,0.634121,9769696
1984-04-01,5.126605,5.126605,4.235021,4.591655,0.567951,17048320
1984-05-01,4.591655,4.948288,4.279601,4.368759,0.540381,14238712
1984-06-01,4.368759,4.591655,4.279601,4.457917,0.574828,7509675
1984-07-01,4.457917,4.457917,3.209700,4.190442,0.540338,15874566
1984-08-01,4.190442,4.457917,3.922967,4.235021,0.546086,17532291
1984-09-01,4.235021,4.903709,4.145863,4.814551,0.650964,19910643
1984-10-01,4.814551,5.394080,4.591655,5.260342,0.711238,18888863
1984-11-01,5.215763,5.661555,4.725392,5.260342,0.711238,16203194
1984-12-01,5.215763,5.438659,5.037447,5.304922,0.743008,11523598
1985-01-01,5.304922,5.706134,5.171184,5.706134,0.799201,13602766
1985-02-01,5.661555,5.839872,5.349501,5.483238,0.767982,14397140
1985-03-01,5.483238,5.661555,5.349501,5.661555,0.820959,13221700
1985-04-01,5.661555,5.706134,5.349501,5.616976,0.814495,24977192
1985-05-01,5.616976,5.706134,4.948288,5.126605,0.743388,34343673
1985-06-01,5.126605,5.750713,5.126605,5.483238,0.823638,24983641
1985-07-01,5.483238,6.151926,5.438659,5.572397,0.837031,37945411
1985-08-01,5.572397,5.884451,5.260342,5.349501,0.803549,26105803
1985-09-01,5.349501,5.572397,4.992867,4.992867,0.776463,20518271
1985-10-01,5.037447,5.661555,4.992867,5.616976,0.873520,19893820
1985-11-01,5.616976,5.661555,5.304922,5.616976,0.873520,28654915
1985-12-01,5.616976,6.285663,5.349501,6.196505,0.998515,29230860
1986-01-01,6.196505,6.954351,6.018188,6.776034,1.091900,25652113
1986-02-01,6.820613,7.310984,6.731455,6.909772,1.113451,23657066
1986-03-01,6.820613,7.310984,6.508559,7.177247,1.189049,23867648
1986-04-01,7.221826,7.221826,6.151926,6.241084,1.033956,44359839
1986-05-01,6.241084,6.731455,6.151926,6.241084,1.033956,67946809
1986-06-01,6.285663,7.266405,6.107347,7.221826,1.233611,59922883
1986-07-01,7.177247,8.202568,7.088088,8.113409,1.385909,41984571
1986-08-01,8.157989,8.960414,7.979672,8.336305,1.423984,73415169
1986-09-01,8.336305,8.470043,7.221826,7.712197,1.348439,30272263
1986-10-01,7.712197,8.514622,7.712197,8.514622,1.488738,21178891
1986-11-01,8.514622,8.603780,8.068830,8.380884,1.465355,44376384
1986-12-01,8.425464,8.470043,7.979672,8.068830,1.444240,23428262
1987-01-01,8.068830,9.272468,8.024251,8.915835,1.595845,26194688
1987-02-01,8.960414,9.138730,8.157989,8.380884,1.500094,35823904
1987-03-01,8.425464,8.470043,7.400143,7.801355,1.427615,25346759
1987-04-01,7.489301,8.024251,6.820613,7.444722,1.362353,33999621
1987-05-01,7.444722,8.113409,7.088088,7.177247,1.313406,27266376
1987-06-01,7.266405,7.801355,7.132668,7.533880,1.414437,16423309
1987-07-01,7.623039,7.935093,7.533880,7.890514,1.481392,17360406
1987-08-01,7.801355,8.336305,7.489301,7.578459,1.422805,93493210
1987-09-01,7.623039,7.756776,7.043509,7.221826,1.389632,17897933
1987-10-01,7.266405,7.355563,5.973609,6.998930,1.346741,41156831
1987-11-01,6.998930,7.310984,6.776034,6.820613,1.312428,82861004
1987-12-01,6.909772,6.909772,6.463980,6.597718,1.304760,16650712
1988-01-01,6.597718,7.578459,6.597718,7.533880,1.489895,17270117
1988-02-01,7.578459,7.578459,6.597718,6.686876,1.322392,147307858
1988-03-01,6.686876,6.954351,6.419401,6.597718,1.342381,24011493
1988-04-01,6.597718,6.820613,6.018188,6.241084,1.269819,23594539
1988-05-01,6.241084,6.553138,6.018188,6.241084,1.269819,201296077
1988-06-01,6.285663,6.776034,6.241084,6.686876,1.403403,16845871
1988-07-01,6.686876,6.776034,6.419401,6.642297,1.394046,13265443
1988-08-01,6.686876,6.776034,6.107347,6.374822,1.337910,198700971
1988-09-01,6.374822,6.776034,6.285663,6.642297,1.436761,20598746
1988-10-01,6.597718,7.221826,6.597718,7.088088,1.533188,27819326
1988-11-01,7.088088,7.221826,6.820613,6.998930,1.513903,40426390
1988-12-01,6.998930,7.221826,6.865193,7.132668,1.585906,16647066
1989-01-01,7.088088,7.310984,6.998930,7.221826,1.605728,13326289
1989-02-01,7.177247,7.533880,6.865193,6.954351,1.546257,54257960
1989-03-01,6.954351,7.177247,6.820613,7.043509,1.608721,12124496
1989-04-01,7.088088,7.578459,7.043509,7.489301,1.710539,13294884
1989-05-01,7.444722,7.801355,7.355563,7.400143,1.690176,21851572
1989-06-01,7.444722,8.157989,7.400143,8.024251,1.880268,18700997
1989-07-01,8.068830,8.514622,7.979672,8.514622,1.995171,16593510
1989-08-01,8.559201,8.737518,7.712197,7.756776,1.817592,34852596
1989-09-01,7.712197,8.068830,7.578459,8.024251,1.924843,27970461
1989-10-01,7.979672,8.202568,7.533880,8.157989,1.956923,22141507
1989-11-01,8.202568,8.247147,7.756776,7.890514,1.892762,28644262
1989-12-01,7.935093,8.559201,7.890514,8.247147,2.026777,22748574
1990-01-01,8.247147,8.380884,7.444722,7.667618,1.884354,31639215
1990-02-01,7.712197,7.845934,7.043509,7.177247,1.763844,25611175
1990-03-01,7.132668,7.221826,6.196505,6.419401,1.619516,43537429
1990-04-01,6.330243,6.419401,5.349501,5.438659,1.372090,46127484
1990-05-01,5.394080,6.107347,5.394080,5.884451,1.484557,29326753
1990-06-01,5.884451,6.018188,5.706134,5.929030,1.522674,18194315
1990-07-01,5.929030,5.929030,5.438659,5.884451,1.511225,18710249
1990-08-01,5.884451,5.929030,5.171184,5.394080,1.385289,19505463
1990-09-01,5.349501,5.483238,5.215763,5.215763,1.365296,16474060
1990-10-01,5.304922,6.018188,5.260342,5.929030,1.552004,21098978
1990-11-01,5.929030,6.107347,5.661555,5.973609,1.563672,20751001
1990-12-01,5.973609,6.463980,5.929030,6.419401,1.710549,26378350
1991-01-01,6.419401,6.776034,6.241084,6.686876,1.781823,17929057
1991-02-01,6.686876,7.043509,6.642297,6.865193,1.829339,28194221
1991-03-01,6.820613,7.088088,6.642297,7.043509,1.906371,16303859
1991-04-01,6.998930,7.489301,6.954351,7.221826,1.954635,25067478
1991-05-01,7.221826,7.400143,7.088088,7.221826,1.954635,25443496
1991-06-01,7.177247,7.310984,6.998930,7.177247,1.971241,14197495
1991-07-01,7.221826,7.533880,7.132668,7.444722,2.044704,19732030
1991-08-01,7.444722,7.667618,7.088088,7.578459,2.081435,21512007
1991-09-01,7.578459,8.157989,7.578459,8.068830,2.248429,18612110
1991-10-01,8.068830,8.470043,7.890514,8.470043,2.360229,20439757
1991-11-01,8.470043,8.692939,8.113409,8.648359,2.409919,23792500
1991-12-01,8.514622,9.272468,8.380884,9.227889,2.607664,19010840
1992-01-01,9.183310,9.227889,8.068830,8.692939,2.456495,34534064
1992-02-01,8.648359,8.871255,8.380884,8.737518,2.469091,20170294
